,MSRP
2498,34790
2499,51145
2500,65945
2501,30245
2502,29995
2503,39890
2504,44995
2505,31995
2506,39995
2507,2000
2508,2000
2509,2000
2510,2000
2511,2000
2512,2000
2513,2050
2514,2052
2515,2116
2516,2000
2517,2000
2518,2000
2519,2107
2520,2202
2521,2373
2522,23515
2523,21955
2524,23515
2525,21955
2526,22405
2527,23515
2528,2000
2529,2000
2530,2000
2531,2000
2532,2000
2533,2000
2534,2000
2535,2000
2536,2033
2537,2000
2538,2213
2539,2108
2540,2410
2541,2142
2542,2322
2543,24340
2544,20040
2545,19990
2546,24590
2547,27435
2548,23090
2549,20390
2550,22890
2551,21190
2552,25935
2553,24390
2554,22840
2555,23290
2556,26740
2557,26235
2558,24735
2559,19290
2560,21190
2561,24140
2562,18290
2563,18490
2564,24590
2565,29390
2566,22640
2567,23090
2568,19090
2569,26125
2570,23425
2571,26500
2572,22300
2573,18640
2574,22040
2575,22200
2576,21040
2577,20850
2578,24700
2579,19050
2580,19440
2581,23700
2582,23200
2583,20440
2584,24700
2585,19850
2586,19700
2587,21300
2588,25300
2589,22800
2590,20500
2591,22100
2592,26600
2593,26225
2594,22300
2595,23525
2596,23800
2597,21500
2598,20540
2599,18740
2600,20950
2601,22400
2602,23300
2603,24800
2604,19540
2605,21140
2606,19150
2607,22140
2608,19950
2609,24800
2610,21600
2611,2949
2612,2992
2613,2529
2614,2580
2615,2668
2616,2583
2617,2637
2618,2517
2619,3046
2620,2265
2621,3046
2622,2896
2623,2891
2624,2713
2625,3120
2626,2653
2627,2541
2628,2486
2629,2268
2630,2207
2631,2925
2632,2242
2633,2554
2634,3088
2635,2749
2636,3220
2637,2996
2638,2366
2639,3265
2640,3676
2641,3427
2642,3470
2643,2898
2644,2920
2645,2580
2646,3357
2647,2996
2648,2883
2649,3094
2650,2885
2651,3419
2652,2668
2653,2789
2654,3321
2655,3342
2656,3025
2657,2653
2658,2740
2659,2639
2660,3067
2661,2817
2662,3350
2663,3282
2664,2430
2665,3696
2666,4098
2667,2949
2668,3345
2669,3034
2670,2697
2671,3360
2672,3068
2673,3090
2674,2847
2675,211000
2676,158700
2677,114100
2678,151500
2679,213200
2680,153000
2681,115300
2682,160300
2683,215500
2684,116600
2685,162000
2686,154600
2687,31500
2688,33500
2689,48500
2690,32050
2691,49500
2692,34050
2693,32400
2694,34400
2695,49950
2696,29980
2697,27980
2698,28030
2699,30030
2700,32700
2701,30550
2702,30350
2703,28200
2704,30550
2705,19505
2706,19690
2707,54200
2708,89200
2709,46200
2710,62900
2711,54900
2712,46450
2713,55150
2714,135000
2715,63200
2716,89500
2717,54500
2718,56100
2719,64800
2720,56800
2721,48100
2722,73200
2723,106550
2724,65990
2725,68490
2726,75700
2727,66900
2728,69400
2729,107800
2730,76600
2731,74100
2732,74850
2733,77350
2734,108900
2735,14410
2736,15120
2737,22335
2738,14410
2739,19695
2740,15120
2741,19695
2742,16460
2743,15660
2744,23425
2745,15660
2746,23425
2747,14990
2748,14990
2749,16460
2750,15670
2751,24535
2752,14990
2753,16470
2754,14990
2755,16470
2756,15670
2757,28340
2758,29480
2759,23030
2760,20980
2761,30320
2762,26160
2763,27490
2764,22955
2765,19730
2766,24440
2767,17475
2768,24285
2769,26620
2770,20370
2771,27010
2772,28460
2773,29220
2774,29550
2775,25850
2776,28630
2777,27110
2778,24330
2779,26885
2780,30005
2781,34415
2782,21775
2783,32085
2784,30785
2785,32385
2786,34115
2787,25170
2788,20120
2789,27630
2790,29705
2791,31555
2792,30665
2793,32895
2794,35000
2795,30365
2796,28515
2797,33195
2798,30030
2799,20100
2800,32440
2801,31670
2802,26510
2803,30435
2804,27545
2805,24990
2806,35300
2807,27920
2808,22435
2809,25980
2810,29440
2811,2000
2812,2000
2813,2000
2814,2000
2815,2000
2816,2000
2817,2000
2818,2000
2819,2000
2820,2000
2821,2000
2822,2000
2823,2000
2824,2000
2825,2000
2826,2000
2827,2000
2828,2000
2829,2000
2830,2000
2831,2000
2832,2000
2833,2000
2834,2000
2835,2000
2836,2000
2837,2000
2838,2000
2839,2000
2840,25520
2841,22790
2842,28415
2843,23180
2844,25910
2845,28805
2846,23480
2847,26210
2848,29105
2849,206600
2850,209600
2851,209600
2852,181200
2853,184200
2854,184200
2855,238700
2856,207700
2857,217000
2858,337000
2859,177500
2860,196500
2861,198600
2862,250100
2863,227600
2864,203500
2865,219400
2866,206300
2867,187900
2868,223600
2869,199700
2870,231800
2871,198500
2872,218400
2873,239400
2874,236100
2875,214600
2876,210700
2877,263400
2878,231400
2879,236100
2880,212800
2881,212800
2882,191400
2883,195200
2884,218500
2885,216200
2886,280400
2887,280400
2888,267000
2889,267000
2890,267000
2891,299900
2892,279900
2893,309900
2894,319900
2895,328990
2896,318990
2897,39660
2898,39895
2899,38185
2900,38790
2901,39775
2902,44560
2903,46560
2904,49515
2905,55915
2906,62915
2907,53915
2908,64915
2909,47515
2910,2655
2911,2702
2912,2937
2913,2000
2914,2000
2915,2000
2916,2000
2917,2000
2918,2000
2919,2000
2920,2079
2921,359990
2922,18750
2923,19490
2924,18965
2925,18965
2926,19665
2927,19895
2928,17550
2929,16950
2930,21495
2931,22025
2932,22955
2933,19195
2934,22725
2935,18565
2936,19135
2937,19135
2938,20065
2939,17300
2940,23125
2941,21665
2942,22195
2943,19835
2944,20635
2945,22895
2946,17900
2947,18735
2948,19365
2949,22680
2950,21300
2951,18500
2952,21665
2953,19335
2954,21900
2955,21825
2956,18935
2957,20445
2958,2000
2959,2000
2960,2000
2961,2000
2962,2000
2963,2000
2964,53000
2965,57000
2966,62000
2967,58000
2968,68160
2969,64160
2970,83000
2971,63160
2972,64000
2973,55000
2974,87650
2975,73450
2976,64450
2977,69450
2978,60000
2979,59000
2980,82270
2981,86270
2982,91650
2983,79000
2984,68450
2985,59160
2986,88345
2987,79400
2988,70145
2989,65145
2990,83400
2991,82965
2992,68855
2993,59855
2994,64400
2995,74145
2996,63855
2997,86965
2998,59400
2999,92345
3000,60400
3001,64855
3002,69145
3003,55400
3004,87015
3005,59905
3006,74195
3007,65195
3008,88395
3009,59450
3010,55450
3011,70195
3012,68905
3013,65450
3014,79450
3015,69905
3016,69195
3017,63905
3018,69450
3019,60450
3020,79195
3021,92395
3022,83450
3023,83015
3024,73905
3025,64450
3026,64905
3027,75195
3028,2000
3029,2000
3030,81013
3031,85174
3032,86877
3033,82633
3034,87577
3035,79900
3036,2000
3037,26470
3038,23120
3039,30620
3040,29370
3041,24370
3042,29120
3043,29820
3044,28570
3045,25220
3046,27870
3047,32895
3048,23445
3049,30895
3050,25545
3051,29395
3052,24695
3053,26795
3054,28145
3055,31645
3056,29645
3057,27295
3058,31245
3059,32095
3060,25845
3061,28445
3062,29945
3063,25045
3064,24545
3065,25995
3066,33395
3067,23745
3068,29745
3069,20645
3070,19995
3071,23340
3072,21840
3073,22490
3074,23990
3075,21990
3076,24140
3077,23490
3078,20145
3079,20795
3080,22640
3081,22140
3082,24440
3083,22790
3084,20295
3085,25090
3086,20945
3087,2000
3088,2000
3089,2000
3090,29145
3091,38545
3092,49470
3093,34195
3094,45170
3095,34185
3096,38955
3097,34595
3098,29510
3099,34560
3100,39130
3101,34735
3102,33540
3103,37090
3104,30890
3105,33015
3106,35640
3107,27230
3108,34990
3109,30915
3110,33690
3111,33165
3112,31065
3113,27380
3114,35790
3115,35140
3116,37240
3117,31040
3118,33315
3119,37390
3120,35940
3121,31190
3122,31215
3123,35290
3124,27530
3125,33840
3126,26395
3127,22395
3128,25095
3129,23395
3130,21595
3131,29995
3132,22495
3133,23495
3134,25195
3135,21695
3136,29205
3137,29905
3138,29905
3139,20195
3140,17845
3141,24370
3142,23370
3143,19165
3144,21470
3145,16120
3146,20195
3147,18970
3148,16170
3149,23270
3150,20095
3151,17745
3152,20095
3153,24270
3154,18870
3155,19065
3156,21370
3157,25660
3158,19120
3159,18120
3160,16620
3161,21120
3162,19820
3163,23120
3164,21920
3165,21240
3166,21450
3167,16975
3168,18525
3169,23475
3170,20150
3171,19525
3172,23945
3173,32200
3174,31250
3175,31250
3176,58395
3177,67570
3178,60395
3179,55495
3180,63570
3181,53495
3182,87465
3183,83465
3184,64395
3185,64395
3186,63595
3187,87495
3188,53495
3189,60395
3190,58395
3191,67595
3192,83495
3193,55495
3194,40615
3195,48150
3196,38715
3197,43950
3198,45850
3199,50050
3200,40805
3201,43950
3202,50050
3203,45850
3204,38905
3205,48150
3206,39495
3207,49995
3208,47995
3209,45795
3210,41495
3211,43795
3212,63215
3213,63600
3214,69900
3215,63215
3216,63215
3217,63600
3218,63600
3219,83995
3220,85995
3221,39015
3222,44190
3223,40915
3224,44050
3225,51650
3226,42150
3227,49750
3228,46090
3229,44190
3230,42150
3231,41105
3232,49750
3233,46090
3234,39205
3235,51650
3236,44050
3237,49795
3238,44095
3239,42195
3240,46095
3241,44195
3242,51695
3243,54970
3244,51270
3245,53270
3246,62070
3247,63770
3248,61770
3249,69340
3250,47345
3251,59370
3252,45345
3253,55670
3254,57670
3255,60070
3256,52970
3257,57370
3258,59340
3259,58285
3260,45560
3261,60685
3262,59955
3263,51285
3264,69955
3265,53285
3266,60285
3267,53285
3268,62685
3269,58285
3270,64685
3271,62685
3272,56285
3273,55285
3274,47560
3275,61195
3276,51695
3277,70795
3278,47995
3279,55695
3280,59195
3281,53695
3282,53695
3283,60695
3284,45995
3285,14980
3286,18680
3287,16580
3288,17580
3289,16760
3290,18860
3291,17760
3292,19000
3293,16900
3294,17900
3295,2000
3296,2000
3297,2000
3298,2000
3299,2000
3300,2000
3301,2000
3302,2000
3303,2000
3304,2000
3305,2000
3306,2000
3307,2000
3308,2000
3309,2000
3310,2000
3311,2000
3312,2000
3313,2000
3314,2000
3315,2000
3316,2000
3317,2000
3318,2000
3319,2000
3320,2000
3321,2000
3322,2000
3323,2000
3324,2000
3325,2000
3326,2000
3327,2000
3328,2000
3329,2000
3330,2000
3331,2000
3332,2000
3333,2000
3334,2000
3335,2000
3336,2079
3337,2045
3338,2148
3339,19960
3340,21960
3341,26240
3342,23210
3343,21210
3344,24990
3345,24990
3346,19960
3347,21960
3348,23210
3349,26240
3350,21210
3351,22795
3352,24045
3353,24815
3354,26065
3355,29070
3356,21395
3357,27820
3358,27970
3359,29220
3360,26215
3361,21545
3362,24965
3363,22945
3364,24195
3365,24395
3366,21795
3367,26465
3368,24445
3369,21795
3370,23195
3371,24895
3372,29870
3373,28570
3374,29470
3375,25215
3376,25215
3377,23595
3378,28220
3379,26515
3380,25950
3381,27650
3382,31335
3383,33035
3384,21700
3385,22490
3386,33340
3387,31640
3388,21990
3389,27955
3390,22795
3391,26390
3392,26255
3393,26455
3394,31840
3395,26590
3396,22995
3397,28155
3398,33540
3399,22190
3400,31575
3401,29985
3402,32480
3403,36625
3404,35035
3405,34070
3406,35035
3407,36625
3408,31575
3409,34070
3410,32480
3411,29985
3412,35970
3413,33320
3414,41970
3415,40170
3416,31520
3417,44015
3418,37770
3419,26170
3420,27780
3421,22030
3422,27625
3423,25245
3424,26280
3425,27625
3426,24720
3427,30155
3428,30780
3429,23640
3430,25395
3431,28580
3432,26590
3433,24010
3434,30510
3435,26120
3436,22030
3437,26920
3438,26540
3439,32135
3440,24010
3441,27935
3442,22505
3443,26280
3444,24985
3445,26935
3446,30760
3447,28520
3448,29095
3449,20470
3450,20995
3451,28630
3452,31630
3453,23710
3454,25260
3455,29355
3456,31045
3457,23710
3458,29355
3459,27960
3460,30155
3461,28210
3462,27960
3463,26405
3464,29985
3465,26810
3466,27315
3467,26405
3468,22560
3469,26325
3470,27880
3471,25305
3472,28255
3473,23630
3474,27005
3475,23630
3476,29275
3477,22755
3478,33180
3479,27880
3480,29275
3481,31365
3482,26325
3483,30180
3484,16495
3485,18595
3486,22995
3487,19995
3488,20995
3489,21645
3490,19000
3491,20495
3492,23795
3493,16495
3494,19495
3495,18995
3496,19395
3497,17995
3498,24395
3499,19595
3500,16995
3501,21095
3502,22095
3503,20995
3504,21595
3505,335000
3506,2000
3507,2000
3508,2000
3509,2000
3510,2000
3511,2000
3512,2000
3513,2000
3514,2000
3515,2000
3516,2000
3517,2000
3518,2000
3519,2000
3520,156300
3521,151800
3522,156300
3523,141800
3524,235307
3525,213250
3526,198250
3527,198700
3528,183700
3529,200800
3530,185800
3531,198295
3532,188295
3533,203295
3534,213295
3535,283900
3536,279500
3537,270400
3538,266000
3539,282295
3540,268660
3541,273104
3542,286739
3543,295987
3544,275861
3545,284576
3546,296387
3547,290461
3548,284976
3549,290861
3550,275461
3551,27736
3552,30709
3553,36931
3554,39669
3555,49150
3556,49150
3557,44400
3558,50750
3559,50750
3560,45600
3561,51600
3562,46430
3563,46045
3564,51600
3565,294900
3566,28447
3567,26997
3568,25687
3569,25997
3570,28447
3571,27097
3572,24999
3573,26819
3574,27619
3575,2561
3576,36350
3577,33350
3578,34350
3579,33350
3580,37150
3581,37070
3582,45570
3583,41570
3584,41955
3585,45955
3586,37455
3587,46595
3588,42195
3589,37695
3590,34350
3591,40350
3592,38350
3593,38685
3594,40685
3595,34330
3596,51460
3597,46280
3598,49730
3599,54230
3600,49230
3601,47625
3602,46280
3603,51525
3604,54425
3605,59475
3606,59875
3607,51925
3608,54825
3609,46680
3610,36895
3611,42495
3612,39495
3613,40995
3614,33095
3615,43595
3616,39995
3617,30495
3618,41995
3619,39595
3620,30495
3621,43895
3622,33095
3623,44595
3624,42390
3625,36995
3626,41295
3627,44990
3628,37495
3629,42490
3630,40095
3631,42095
3632,29995
3633,44695
3634,41395
3635,43995
3636,45090
3637,32595
3638,2000
3639,2000
3640,2000
3641,2000
3642,2000
3643,2000
3644,2000
3645,2000
3646,2000
3647,2000
3648,2000
3649,2000
3650,2123
3651,2074
3652,2000
3653,2301
3654,2079
3655,2256
3656,2169
3657,2000
3658,2000
3659,2000
3660,2000
3661,2000
3662,2000
3663,2000
3664,2000
3665,2080
3666,2107
3667,55850
3668,93600
3669,53350
3670,57100
3671,54800
3672,59000
3673,54300
3674,67750
3675,52300
3676,100600
3677,103200
3678,52300
3679,64850
3680,54300
3681,59400
3682,61350
3683,51800
3684,59000
3685,54800
3686,51800
3687,62350
3688,63100
3689,59900
3690,59900
3691,55150
3692,53100
3693,65600
3694,101700
3695,53100
3696,55600
3697,54200
3698,60300
3699,62250
3700,55150
3701,55600
3702,68700
3703,104300
3704,52650
3705,52650
3706,56700
3707,62600
3708,54650
3709,54650
3710,57050
3711,52150
3712,52150
3713,54550
3714,60650
3715,69100
3716,33450
3717,35445
3718,28995
3719,35595
3720,31460
3721,26630
3722,27630
3723,28985
3724,27840
3725,30560
3726,27325
3727,31485
3728,30145
3729,28785
3730,28540
3731,32385
3732,28600
3733,32760
3734,30060
3735,31420
3736,33660
3737,29815
3738,28760
3739,34320
3740,35620
3741,34160
3742,31200
3743,31855
3744,35245
3745,36545
3746,32785
3747,35085
3748,29455
3749,31900
3750,32675
3751,37320
3752,36020
3753,35860
3754,33560
3755,30230
3756,5878
3757,6120
3758,10775
3759,11575
3760,10245
3761,11045
3762,10885
3763,11685
3764,11155
3765,10355
3766,10985
3767,11255
3768,11785
3769,10455
3770,27799
3771,32599
3772,32599
3773,27999
3774,28299
3775,32599
3776,27999
3777,24699
3778,20699
3779,29089
3780,21699
3781,28089
3782,24699
3783,19999
3784,18999
3785,29089
3786,19499
3787,20499
3788,24699
3789,29089
3790,24699
3791,30095
3792,33495
3793,28100
3794,31500
3795,40095
3796,38100
3797,37595
3798,35600
3799,28700
3800,30695
3801,31790
3802,37595
3803,40900
3804,33785
3805,35600
3806,28950
3807,37595
3808,40900
3809,30945
3810,33785
3811,31790
3812,35600
3813,2000
3814,2000
3815,2000
3816,2000
3817,2000
3818,2000
3819,2000
3820,2000
3821,2000
3822,2000
3823,2000
3824,2000
3825,2000
3826,2098
3827,2210
3828,2107
3829,2320
3830,18595
3831,18595
3832,19895
3833,20895
3834,20895
3835,17595
3836,19600
3837,19600
3838,19800
3839,18800
3840,18800
3841,19800
3842,18800
3843,19800
3844,17195
3845,19795
3846,15995
3847,18995
3848,15995
3849,19495
3850,17195
3851,20295
3852,17195
3853,15995
3854,19495
3855,20295
3856,22600
3857,21700
3858,18250
3859,17250
3860,22600
3861,21600
3862,21700
3863,21250
3864,18250
3865,21250
3866,21700
3867,20250
3868,17250
3869,21700
3870,19700
3871,18150
3872,22350
3873,18150
3874,20650
3875,17150
3876,22350
3877,22750
3878,21650
3879,20250
3880,2905
3881,3257
3882,44011
3883,40436
3884,47660
3885,45265
3886,42130
3887,2000
3888,2000
3889,2000
3890,2000
3891,22785
3892,25770
3893,23270
3894,23585
3895,20275
3896,24085
3897,25285
3898,21475
3899,24070
3900,22385
3901,23885
3902,22635
3903,24335
3904,25585
3905,20525
3906,21775
3907,24320
3908,24185
3909,22075
3910,20825
3911,22935
3912,43995
3913,54990
3914,47250
3915,47250
3916,54990
3917,51845
3918,54990
3919,57950
3920,49305
3921,39050
3922,43450
3923,45450
3924,47305
3925,43660
3926,49515
3927,39065
3928,47515
3929,45660
3930,39065
3931,45765
3932,47625
3933,43765
3934,49625
3935,29450
3936,27655
3937,25565
3938,29435
3939,27950
3940,24065
3941,26155
3942,30935
3943,31285
3944,25565
3945,28300
3946,29785
3947,28850
3948,24065
3949,27350
3950,29800
3951,26355
3952,27855
3953,31965
3954,26865
3955,30565
3956,25565
3957,27065
3958,28365
3959,30465
3960,24365
3961,25865
3962,29065
3963,29099
3964,29099
3965,27599
3966,27599
3967,29999
3968,31499
3969,27999
3970,28299
3971,32099
3972,33599
3973,26395
3974,28895
3975,23895
3976,29895
3977,23995
3978,42070
3979,44710
3980,39570
3981,44960
3982,35870
3983,42320
3984,37720
3985,37720
3986,33570
3987,38120
3988,31320
3989,35870
3990,33810
3991,36060
3992,38160
3993,31945
3994,40235
3995,29695
3996,33160
3997,37600
3998,29630
3999,30910
4000,35350
4001,27380
4002,36115
4003,29780
4004,33865
4005,32030
4006,32960
4007,26760
4008,30770
4009,34990
4010,28950
4011,37190
4012,34020
4013,27980
4014,37105
4015,34970
4016,30115
4017,31885
4018,35615
4019,36535
4020,30625
4021,32760
4022,38670
4023,33480
4024,643330
4025,38325
4026,42095
4027,35595
4028,39545
4029,42745
4030,36145
4031,31995
4032,22075
4033,25645
4034,24775
4035,28850
4036,30900
4037,17520
4038,25125
4039,23245
4040,27825
4041,18825
4042,25979
4043,25279
4044,28279
4045,17595
4046,29150
4047,22479
4048,19299
4049,17899
4050,28699
4051,25699
4052,22799
4053,29550
4054,26299
4055,26270
4056,26170
4057,27920
4058,28170
4059,31920
4060,33670
4061,24520
4062,22120
4063,29920
4064,22600
4065,31490
4066,29740
4067,26960
4068,28200
4069,25210
4070,26450
4071,25510
4072,27260
4073,26750
4074,23100
4075,31790
4076,30040
4077,28500
4078,61250
4079,68500
4080,61500
4081,68750
4082,68750
4083,61500
4084,2000
4085,2000
4086,40580
4087,41020
4088,41820
4089,31505
4090,31505
4091,31725
4092,31725
4093,32175
4094,32300
4095,37700
4096,40440
4097,38100
4098,38900
4099,85795
4100,83195
4101,78695
4102,87070
4103,77295
4104,74695
4105,82570
4106,92275
4107,75970
4108,81295
4109,84470
4110,78570
4111,94875
4112,79970
4113,80045
4114,82645
4115,87145
4116,75970
4117,78570
4118,84545
4119,92350
4120,94950
4121,83995
4122,95195
4123,81395
4124,88495
4125,78995
4126,76395
4127,97795
4128,85895
4129,67350
4130,69740
4131,62160
4132,69640
4133,63060
4134,67250
4135,69640
4136,63060
4137,67250
4138,88435
4139,76685
4140,85935
4141,74135
4142,76400
4143,83295
4144,85845
4145,73850
4146,74425
4147,83870
4148,76975
4149,86420
4150,80195
4151,84070
4152,91875
4153,76970
4154,71695
4155,72970
4156,75570
4157,81470
4158,82795
4159,78295
4160,75695
4161,79570
4162,74295
4163,89275
4164,81545
4165,89350
4166,79645
4167,84145
4168,91950
4169,77045
4170,75570
4171,72970
4172,92195
4173,80995
4174,82895
4175,85495
4176,94795
4177,75995
4178,73395
4179,78395
4180,31975
4181,33725
4182,29645
4183,31395
4184,34120
4185,32370
4186,31610
4187,29860
4188,30570
4189,34830
4190,32320
4191,33080
4192,29735
4193,25650
4194,27400
4195,23450
4196,31485
4197,27540
4198,25790
4199,29995
4200,23590
4201,31745
4202,23600
4203,29100
4204,30850
4205,26850
4206,25100
4207,12340
4208,14315
4209,12815
4210,15015
4211,13860
4212,14090
4213,13205
4214,14355
4215,14810
4216,89825
4217,90825
4218,93225
4219,2000
4220,2000
4221,2000
4222,2000
4223,2000
4224,14199
4225,16499
4226,15499
4227,14999
4228,16699
4229,15699
4230,13699
4231,15799
4232,13199
4233,14699
4234,15899
4235,14199
4236,14899
4237,14699
4238,13999
4239,14499
4240,15199
4241,13299
4242,16799
4243,14799
4244,14299
4245,13799
4246,14799
4247,16599
4248,15299
4249,14299
4250,15799
4251,27700
4252,26200
4253,26200
4254,27700
4255,26200
4256,27700
4257,91900
4258,91900
4259,64000
4260,65500
4261,66800
4262,77100
4263,78600
4264,68300
4265,78750
4266,68750
4267,79980
4268,69980
4269,31900
4270,36850
4271,33300
4272,35450
4273,35200
4274,37400
4275,36000
4276,33800
4277,33800
4278,37400
4279,35200
4280,36000
4281,2000
4282,2000
4283,2000
4284,2000
4285,2000
4286,2000
4287,2000
4288,2000
4289,2000
4290,2000
4291,2000
4292,74995
4293,65690
4294,65690
4295,65690
4296,70750
4297,74950
4298,35200
4299,36600
4300,37400
4301,38800
4302,38100
4303,37200
4304,35800
4305,39500
4306,36900
4307,38300
4308,39250
4309,40650
4310,58185
4311,62025
4312,62985
4313,59375
4314,66025
4315,57795
4316,60835
4317,64945
4318,45435
4319,63375
4320,48360
4321,60335
4322,48145
4323,62295
4324,55145
4325,51070
4326,41135
4327,47330
4328,44055
4329,44410
4330,58021
4331,49150
4332,62590
4333,63307
4334,65957
4335,58410
4336,46225
4337,59940
4338,51861
4339,61061
4340,65510
4341,66347
4342,62860
4343,48936
4344,55370
4345,68996
4346,31320
4347,31320
4348,30015
4349,27925
4350,25400
4351,28800
4352,30015
4353,26710
4354,27490
4355,29235
4356,31145
4357,29835
4358,28510
4359,33670
4360,33670
4361,29835
4362,29820
4363,31145
4364,27295
4365,32360
4366,25985
4367,32360
4368,33065
4369,35590
4370,28210
4371,35590
4372,30735
4373,24055
4374,21035
4375,24615
4376,24240
4377,21220
4378,26075
4379,22265
4380,23055
4381,27780
4382,25285
4383,23835
4384,25565
4385,22545
4386,25595
4387,28760
4388,24890
4389,26915
4390,21870
4391,33000
4392,40200
4393,38200
4394,32700
4395,30700
4396,43100
4397,35000
4398,35400
4399,41300
4400,52970
4401,43500
4402,31050
4403,33050
4404,43300
4405,33400
4406,53235
4407,33310
4408,41525
4409,33625
4410,31160
4411,45205
4412,35775
4413,43675
4414,2000
4415,2000
4416,2000
4417,2000
4418,2000
4419,2000
4420,2000
4421,2000
4422,2000
4423,2000
4424,2000
4425,2000
4426,2000
4427,2000
4428,32760
4429,27710
4430,34525
4431,34160
4432,30970
4433,36030
4434,31865
4435,32190
4436,34485
4437,35915
4438,36700
4439,36355
4440,34015
4441,37500
4442,32990
4443,35285
4444,36715
4445,34815
4446,37155
4447,22295
4448,26160
4449,23830
4450,22315
4451,25730
4452,20490
4453,25160
4454,26460
4455,22615
4456,23160
4457,26575
4458,19910
4459,26030
4460,19610
4461,22595
4462,25460
4463,28975
4464,23285
4465,29275
4466,22985
4467,4508
4468,5691
4469,5860
4470,45090
4471,34205
4472,35310
4473,36555
4474,55305
4475,43785
4476,39310
4477,30975
4478,39485
4479,31320
4480,33515
4481,52545
4482,35360
4483,37665
4484,39610
4485,36055
4486,26030
4487,51585
4488,49120
4489,31625
4490,46140
4491,33655
4492,49420
4493,37630
4494,41970
4495,34745
4496,51885
4497,30675
4498,41670
4499,52845
4500,41840
4501,26330
4502,30090
4503,31200
4504,32545
4505,55010
4506,42735
4507,35045
4508,37815
4509,40050
4510,31185
4511,53775
4512,37140
4513,26540
4514,30600
4515,52815
4516,53475
4517,56235
4518,40070
4519,50050
4520,31905
4521,35330
4522,26840
4523,34165
4524,58885
4525,35895
4526,35870
4527,62310
4528,34790
4529,43490
4530,32210
4531,36565
4532,31485
4533,40365
4534,33055
4535,38215
4536,40065
4537,42725
4538,31710
4539,45845
4540,38325
4541,50350
4542,42425
4543,55940
4544,42425
4545,34025
4546,40635
4547,38250
4548,35630
4549,52515
4550,44540
4551,46895
4552,31710
4553,51310
4554,56260
4555,40070
4556,59600
4557,48325
4558,40365
4559,46895
4560,26540
4561,36565
4562,31905
4563,44540
4564,45845
4565,38325
4566,31185
4567,40065
4568,53704
4569,54004
4570,35055
4571,52835
4572,42425
4573,56555
4574,35630
4575,34165
4576,31485
4577,35895
4578,50280
4579,38215
4580,35870
4581,42425
4582,26840
4583,35330
4584,43490
4585,32210
4586,42725
4587,50580
4588,37140
4589,34790
4590,30600
4591,34025
4592,63025
4593,38250
4594,40635
4595,53135
4596,3104
4597,2862
4598,3433
4599,3215
4600,3059
4601,3214
4602,3241
4603,2956
4604,3394
4605,2836
4606,2529
4607,2577
4608,2787
4609,3008
4610,3156
4611,3431
4612,3338
4613,3138
4614,3096
4615,3535
4616,3733
4617,3487
4618,3269
4619,2843
4620,3395
4621,3099
4622,3471
4623,3199
4624,2817
4625,3223
4626,3764
4627,3822
4628,3251
4629,3550
4630,3269
4631,4078
4632,3241
4633,3583
4634,3542
4635,3560
4636,2922
4637,3188
4638,3192
4639,3878
4640,3752
4641,3572
4642,3908
4643,2923
4644,315888
4645,315888
4646,319995
4647,173079
4648,211525
4649,234945
4650,184309
4651,201213
4652,199054
4653,217310
4654,228447
4655,186925
4656,200054
4657,218310
4658,187925
4659,229447
4660,2000
4661,2000
4662,2000
4663,2000
4664,2000
4665,2000
4666,295000
4667,295000
4668,295000
4669,18405
4670,21435
4671,15685
4672,16085
4673,14455
4674,14855
4675,18805
4676,14880
4677,16110
4678,18830
4679,15810
4680,14580
4681,18530
4682,21460
4683,15660
4684,19420
4685,21610
4686,14430
4687,14130
4688,15360
4689,19120
4690,4677
4691,6175
4692,8548
4693,9567
4694,5844
4695,24035
4696,25475
4697,31215
4698,18855
4699,27145
4700,32095
4701,25995
4702,28025
4703,20050
4704,26965
4705,36625
4706,36625
4707,15650
4708,17560
4709,19925
4710,20925
4711,16450
4712,18360
4713,21165
4714,20165
4715,16690
4716,18600
4717,17800
4718,15890
4719,20265
4720,16790
4721,21265
4722,17900
4723,15990
4724,18700
4725,24165
4726,23965
4727,26290
4728,22165
4729,28090
4730,25965
4731,24230
4732,22230
4733,28230
4734,24080
4735,26380
4736,26080
4737,28460
4738,24885
4739,23035
4740,26610
4741,27705
4742,27295
4743,26115
4744,27030
4745,28620
4746,28210
4747,29270
4748,27680
4749,28860
4750,2000
4751,2000
4752,2158
4753,32100
4754,29100
4755,37700
4756,39650
4757,34050
4758,42400
4759,42600
4760,32300
4761,29600
4762,34250
4763,39750
4764,37800
4765,43030
4766,40180
4767,32730
4768,38230
4769,30025
4770,34680
4771,200500
4772,215800
4773,195100
4774,201000
4775,222300
4776,36120
4777,24370
4778,24425
4779,24775
4780,18460
4781,18960
4782,23170
4783,17170
4784,23670
4785,29170
4786,18515
4787,23725
4788,23225
4789,29170
4790,19015
4791,17225
4792,21675
4793,18175
4794,16775
4795,24075
4796,23575
4797,21175
4798,29120
4799,19765
4800,16699
4801,13799
4802,14499
4803,15099
4804,15999
4805,15399
4806,14699
4807,15799
4808,16349
4809,14899
4810,15399
4811,15099
4812,16499
4813,15449
4814,13999
4815,14349
4816,16049
4817,14499
4818,14949
4819,15999
4820,16949
4821,15249
4822,15849
4823,15599
4824,15589
4825,16489
4826,17689
4827,16989
4828,16089
4829,16789
